word,count,doc_count,idf
environs,2.0,2,6.907755278982137
environmentally-friendly,2.0,2,6.907755278982137
enriching,3.0,2,6.907755278982137
entrã©e,2.0,2,6.907755278982137
70th,2.0,2,6.907755278982137
entrapment,3.0,2,6.907755278982137
entirety,2.0,2,6.907755278982137
enticing,2.0,2,6.907755278982137
enthralled,2.0,2,6.907755278982137
71.8,2.0,2,6.907755278982137
entertained,2.0,2,6.907755278982137
710,3.0,2,6.907755278982137
enterprising,2.0,2,6.907755278982137
entanglement,2.0,2,6.907755278982137
entailed,2.0,2,6.907755278982137
ensue,2.0,2,6.907755278982137
"72,000",3.0,2,6.907755278982137
72-foot,2.0,2,6.907755278982137
entrusted,2.0,2,6.907755278982137
enabler,3.0,2,6.907755278982137
emt,2.0,2,6.907755278982137
empowerment,2.0,2,6.907755278982137
eliott,2.0,2,6.907755278982137
86th,2.0,2,6.907755278982137
87-year-old,2.0,2,6.907755278982137
eli,3.0,2,6.907755278982137
elgin,10.0,2,6.907755278982137
elevating,2.0,2,6.907755278982137
electronically,2.0,2,6.907755278982137
electrode,4.0,2,6.907755278982137
89-year-old,2.0,2,6.907755278982137
electrocuted,4.0,2,6.907755278982137
electrifying,2.0,2,6.907755278982137
electrified,2.0,2,6.907755278982137
elective,2.0,2,6.907755278982137
electioneering,3.0,2,6.907755278982137
elisa,2.0,2,6.907755278982137
election-related,2.0,2,6.907755278982137
eldar,2.0,2,6.907755278982137
elche,4.0,2,6.907755278982137
elation,2.0,2,6.907755278982137
"9,500",2.0,2,6.907755278982137
elaborated,2.0,2,6.907755278982137
el-sisi,8.0,2,6.907755278982137
9.0-magnitude,2.0,2,6.907755278982137
9.1,3.0,2,6.907755278982137
el-abidine,2.0,2,6.907755278982137
9.7,2.0,2,6.907755278982137
eis,2.0,2,6.907755278982137
eintracht,3.0,2,6.907755278982137
eighteen,2.0,2,6.907755278982137
eight-year-old,2.0,2,6.907755278982137
eleanor,3.0,2,6.907755278982137
86-year-old,2.0,2,6.907755278982137
elisabetta,3.0,2,6.907755278982137
"86,000",2.0,2,6.907755278982137
7:15,2.0,2,6.907755278982137
emphasizing,2.0,2,6.907755278982137
7:40,2.0,2,6.907755278982137
empathize,2.0,2,6.907755278982137
7pm,2.0,2,6.907755278982137
8-5,2.0,2,6.907755278982137
emigrated,3.0,2,6.907755278982137
emerson,4.0,2,6.907755278982137
emcee,2.0,2,6.907755278982137
emboldened,2.0,2,6.907755278982137
8.2,2.0,2,6.907755278982137
embodies,2.0,2,6.907755278982137
embodied,2.0,2,6.907755278982137
8.4,2.0,2,6.907755278982137
8.5,3.0,2,6.907755278982137
embankment,3.0,2,6.907755278982137
embalm,3.0,2,6.907755278982137
"85,000",2.0,2,6.907755278982137
83rd,2.0,2,6.907755278982137
ellison,4.0,2,6.907755278982137
82nd,3.0,2,6.907755278982137
820,4.0,2,6.907755278982137
82-year-old,2.0,2,6.907755278982137
adubato,5.0,2,6.907755278982137
eloquently,2.0,2,6.907755278982137
elude,2.0,2,6.907755278982137
eluding,3.0,2,6.907755278982137
em,4.0,2,6.907755278982137
emad,2.0,2,6.907755278982137
eman,2.0,2,6.907755278982137
emanating,2.0,2,6.907755278982137
80th,2.0,2,6.907755278982137
adultery,5.0,2,6.907755278982137
advantageous,2.0,2,6.907755278982137
dsi,3.0,2,6.907755278982137
disk,2.0,2,6.907755278982137
dishwasher,9.0,2,6.907755278982137
aleutian,5.0,2,6.907755278982137
alfieri,5.0,2,6.907755278982137
disengaging,2.0,2,6.907755278982137
alienated,2.0,2,6.907755278982137
alienation,3.0,2,6.907755278982137
diseased,2.0,2,6.907755278982137
discretionary,3.0,2,6.907755278982137
discreet,2.0,2,6.907755278982137
discouraging,2.0,2,6.907755278982137
discourages,2.0,2,6.907755278982137
alkhouri,3.0,2,6.907755278982137
disconcerting,2.0,2,6.907755278982137
ale,2.0,2,6.907755278982137
disclosing,2.0,2,6.907755278982137
all-important,2.0,2,6.907755278982137
discharging,2.0,2,6.907755278982137
discard,2.0,2,6.907755278982137
all-spanish,2.0,2,6.907755278982137
disbelieving,2.0,2,6.907755278982137
disbelieved,2.0,2,6.907755278982137
all-too-familiar,2.0,2,6.907755278982137
disavowed,2.0,2,6.907755278982137
all-white,2.0,2,6.907755278982137
disassembled,2.0,2,6.907755278982137
disapproval,2.0,2,6.907755278982137
allahu,2.0,2,6.907755278982137
disallowed,2.0,2,6.907755278982137
disagreeing,2.0,2,6.907755278982137
all-clear,2.0,2,6.907755278982137
disaffected,3.0,2,6.907755278982137
alden,2.0,2,6.907755278982137
alcott,3.0,2,6.907755278982137
distressing,2.0,2,6.907755278982137
ala,2.0,2,6.907755278982137
distracting,3.0,2,6.907755278982137
distorts,2.0,2,6.907755278982137
distortion,2.0,2,6.907755278982137
distaste,2.0,2,6.907755278982137
alanne,2.0,2,6.907755278982137
dissolution,3.0,2,6.907755278982137
dissolute,2.0,2,6.907755278982137
dissipated,2.0,2,6.907755278982137
dissenter,3.0,2,6.907755278982137
disseminating,3.0,2,6.907755278982137
disseminated,2.0,2,6.907755278982137
disseminate,2.0,2,6.907755278982137
dismayed,3.0,2,6.907755278982137
disrespectful,3.0,2,6.907755278982137
disrespect,2.0,2,6.907755278982137
albania,2.0,2,6.907755278982137
albanian,2.0,2,6.907755278982137
albany,3.0,2,6.907755278982137
disqualification,3.0,2,6.907755278982137
disproportionate,2.0,2,6.907755278982137
disposed,2.0,2,6.907755278982137
displacing,2.0,2,6.907755278982137
disparage,3.0,2,6.907755278982137
disowned,3.0,2,6.907755278982137
disorienting,2.0,2,6.907755278982137
albuquerque,2.0,2,6.907755278982137
albury,2.0,2,6.907755278982137
alchemy,2.0,2,6.907755278982137
alba,3.0,2,6.907755278982137
directory,2.0,2,6.907755278982137
direct-to-dvd,2.0,2,6.907755278982137
alleviating,2.0,2,6.907755278982137
amenable,2.0,2,6.907755278982137
dictatorial,3.0,2,6.907755278982137
diawara,2.0,2,6.907755278982137
diaspora,2.0,2,6.907755278982137
diario,2.0,2,6.907755278982137
diaoyu,2.0,2,6.907755278982137
diagram,2.0,2,6.907755278982137
diagnosing,2.0,2,6.907755278982137
diageo,9.0,2,6.907755278982137
amicably,2.0,2,6.907755278982137
amiin,2.0,2,6.907755278982137
amin,2.0,2,6.907755278982137
amiss,2.0,2,6.907755278982137
amman,3.0,2,6.907755278982137
amelie,2.0,2,6.907755278982137
devotes,2.0,2,6.907755278982137
devolution,2.0,2,6.907755278982137
amodu,2.0,2,6.907755278982137
devise,2.0,2,6.907755278982137
amounting,3.0,2,6.907755278982137
amplified,2.0,2,6.907755278982137
amputation,2.0,2,6.907755278982137
devastatingly,2.0,2,6.907755278982137
amtrak,18.0,2,6.907755278982137
amur,2.0,2,6.907755278982137
deval,2.0,2,6.907755278982137
deuce,2.0,2,6.907755278982137
amyotrophic,2.0,2,6.907755278982137
detonate,3.0,2,6.907755278982137
dethroned,2.0,2,6.907755278982137
devolved,2.0,2,6.907755278982137
amedy,2.0,2,6.907755278982137
dierks,3.0,2,6.907755278982137
amble,2.0,2,6.907755278982137
alleyway,3.0,2,6.907755278982137
diplomatically,2.0,2,6.907755278982137
allie,3.0,2,6.907755278982137
allocate,3.0,2,6.907755278982137
allocated,2.0,2,6.907755278982137
dinghy,2.0,2,6.907755278982137
ding,2.0,2,6.907755278982137
dinara,3.0,2,6.907755278982137
alluring,2.0,2,6.907755278982137
dimmer,2.0,2,6.907755278982137
dimmed,2.0,2,6.907755278982137
allusion,2.0,2,6.907755278982137
allyson,2.0,2,6.907755278982137
dimitrov,4.0,2,6.907755278982137
almanac,3.0,2,6.907755278982137
almasmari,2.0,2,6.907755278982137
almeria,7.0,2,6.907755278982137
ambiguous,2.0,2,6.907755278982137
ambiguity,2.0,2,6.907755278982137
amazona,2.0,2,6.907755278982137
differed,2.0,2,6.907755278982137
differentiates,2.0,2,6.907755278982137
differentiating,3.0,2,6.907755278982137
distrustful,2.0,2,6.907755278982137
differing,2.0,2,6.907755278982137
digest,2.0,2,6.907755278982137
alumnus,3.0,2,6.907755278982137
dignified,2.0,2,6.907755278982137
alteration,4.0,2,6.907755278982137
aloha,2.0,2,6.907755278982137
dim-witted,2.0,2,6.907755278982137
alvarez,7.0,2,6.907755278982137
equaled,2.0,2,6.907755278982137
disturb,2.0,2,6.907755278982137
disturbs,2.0,2,6.907755278982137
aftonbladet,2.0,2,6.907755278982137
ag,2.0,2,6.907755278982137
agadez,8.0,2,6.907755278982137
drank,3.0,2,6.907755278982137
dramatized,2.0,2,6.907755278982137
draining,2.0,2,6.907755278982137
dprk,2.0,2,6.907755278982137
agence,2.0,2,6.907755278982137
downton,8.0,2,6.907755278982137
downtime,2.0,2,6.907755278982137
downstream,2.0,2,6.907755278982137
downsizing,2.0,2,6.907755278982137
aggravation,2.0,2,6.907755278982137
downloadable,2.0,2,6.907755278982137
afterthought,2.0,2,6.907755278982137
downhill,2.0,2,6.907755278982137
downgrade,2.0,2,6.907755278982137
down-to-earth,2.0,2,6.907755278982137
aghast,2.0,2,6.907755278982137
dowd,11.0,2,6.907755278982137
agile,3.0,2,6.907755278982137
doughy,2.0,2,6.907755278982137
doueiry,2.0,2,6.907755278982137
agnes,3.0,2,6.907755278982137
agnieszka,3.0,2,6.907755278982137
agonizing,2.0,2,6.907755278982137
agrarian,2.0,2,6.907755278982137
double-edged,2.0,2,6.907755278982137
aguilera,2.0,2,6.907755278982137
aguirre,4.0,2,6.907755278982137
aggressiveness,2.0,2,6.907755278982137
dotting,2.0,2,6.907755278982137
dreaded,2.0,2,6.907755278982137
dreamland,4.0,2,6.907755278982137
advertises,2.0,2,6.907755278982137
aegean,4.0,2,6.907755278982137
aesthetic,2.0,2,6.907755278982137
drowning,2.0,2,6.907755278982137
drowned,2.0,2,6.907755278982137
affinity,2.0,2,6.907755278982137
affirmative,5.0,2,6.907755278982137
drought-stricken,2.0,2,6.907755278982137
affirming,2.0,2,6.907755278982137
affirms,2.0,2,6.907755278982137
affix,2.0,2,6.907755278982137
affixed,3.0,2,6.907755278982137
droplet,2.0,2,6.907755278982137
affleck,4.0,2,6.907755278982137
dreamer,2.0,2,6.907755278982137
drop-off,2.0,2,6.907755278982137
drinker,7.0,2,6.907755278982137
drinkable,2.0,2,6.907755278982137
drilled,2.0,2,6.907755278982137
drifting,2.0,2,6.907755278982137
drifter,2.0,2,6.907755278982137
drier,2.0,2,6.907755278982137
afgooye,3.0,2,6.907755278982137
afield,2.0,2,6.907755278982137
drenching,2.0,2,6.907755278982137
aforementioned,2.0,2,6.907755278982137
africa-born,2.0,2,6.907755278982137
buxom,2.0,2,6.907755278982137
afrobeat,10.0,2,6.907755278982137
dreamliner,2.0,2,6.907755278982137
afforded,2.0,2,6.907755278982137
dossier,3.0,2,6.907755278982137
dosage,3.0,2,6.907755278982137
dorsey,2.0,2,6.907755278982137
dodge,3.0,2,6.907755278982137
doctorate,2.0,2,6.907755278982137
docked,2.0,2,6.907755278982137
do,3.0,2,6.907755278982137
dnc,3.0,2,6.907755278982137
al-libi,14.0,2,6.907755278982137
al-masri,11.0,2,6.907755278982137
al-moallem,2.0,2,6.907755278982137
al-momani,2.0,2,6.907755278982137
django,3.0,2,6.907755278982137
dixon,2.0,2,6.907755278982137
al-qirbi,3.0,2,6.907755278982137
al-rishawi,7.0,2,6.907755278982137
al-sabah,3.0,2,6.907755278982137
dogg,4.0,2,6.907755278982137
divulging,2.0,2,6.907755278982137
al-shabab,9.0,2,6.907755278982137
al-sharif,3.0,2,6.907755278982137
diverts,2.0,2,6.907755278982137
diverting,2.0,2,6.907755278982137
diversify,2.0,2,6.907755278982137
diversified,3.0,2,6.907755278982137
divergence,2.0,2,6.907755278982137
diverge,2.0,2,6.907755278982137
diva,3.0,2,6.907755278982137
ditto,2.0,2,6.907755278982137
ditched,2.0,2,6.907755278982137
disused,2.0,2,6.907755278982137
disunity,3.0,2,6.907755278982137
al-watan,4.0,2,6.907755278982137
divorcing,2.0,2,6.907755278982137
doggy,2.0,2,6.907755278982137
doghouse,2.0,2,6.907755278982137
doherty,15.0,2,6.907755278982137
aida,2.0,2,6.907755278982137
dormitory,3.0,2,6.907755278982137
dormer,6.0,2,6.907755278982137
dorian,2.0,2,6.907755278982137
ailey,3.0,2,6.907755278982137
dore,2.0,2,6.907755278982137
dope,2.0,2,6.907755278982137
air-to-ground,2.0,2,6.907755278982137
doomsday,4.0,2,6.907755278982137
doohan,3.0,2,6.907755278982137
doodle,2.0,2,6.907755278982137
airbnb,16.0,2,6.907755278982137
airframe,3.0,2,6.907755278982137
donkey,6.0,2,6.907755278982137
airspeed,6.0,2,6.907755278982137
airtime,2.0,2,6.907755278982137
donbas,2.0,2,6.907755278982137
doin,2.0,2,6.907755278982137
al-din,2.0,2,6.907755278982137
doj,2.0,2,6.907755278982137
al-awlaki,2.0,2,6.907755278982137
dolly,3.0,2,6.907755278982137
al-adha,4.0,2,6.907755278982137
al-zarqawi,2.0,2,6.907755278982137
domination,3.0,2,6.907755278982137
ak-47s,2.0,2,6.907755278982137
ajdabiya,6.0,2,6.907755278982137
dominion,5.0,2,6.907755278982137
domino,2.0,2,6.907755278982137
don'ts,2.0,2,6.907755278982137
airworthiness,2.0,2,6.907755278982137
dominic,2.0,2,6.907755278982137
analogous,2.0,2,6.907755278982137
equated,2.0,2,6.907755278982137
equator,2.0,2,6.907755278982137
1973.,2.0,2,6.907755278982137
1974.,2.0,2,6.907755278982137
1976.,2.0,2,6.907755278982137
1985.,2.0,2,6.907755278982137
flawless,2.0,2,6.907755278982137
19th-minute,2.0,2,6.907755278982137
flattened,3.0,2,6.907755278982137
flatly,3.0,2,6.907755278982137
1:15,2.0,2,6.907755278982137
flatbed,2.0,2,6.907755278982137
flat-screen,2.0,2,6.907755278982137
flat-out,2.0,2,6.907755278982137
flashlight,3.0,2,6.907755278982137
flashing,2.0,2,6.907755278982137
1970s-era,2.0,2,6.907755278982137
flashback,2.0,2,6.907755278982137
flare-up,2.0,2,6.907755278982137
"2,100",2.0,2,6.907755278982137
flank,2.0,2,6.907755278982137
"2,200",3.0,2,6.907755278982137
flammable,2.0,2,6.907755278982137
flag-waving,2.0,2,6.907755278982137
flag-draped,2.0,2,6.907755278982137
"2,600",2.0,2,6.907755278982137
"2,700",2.0,2,6.907755278982137
"2,800",2.0,2,6.907755278982137
fixation,2.0,2,6.907755278982137
fixated,2.0,2,6.907755278982137
five-under-par,2.0,2,6.907755278982137
five-set,2.0,2,6.907755278982137
flaring,2.0,2,6.907755278982137
five-seat,2.0,2,6.907755278982137
1970.,2.0,2,6.907755278982137
1965.,2.0,2,6.907755278982137
1906,2.0,2,6.907755278982137
1907,2.0,2,6.907755278982137
fly-by-night,2.0,2,6.907755278982137
191,3.0,2,6.907755278982137
flutter,8.0,2,6.907755278982137
1912,5.0,2,6.907755278982137
fluorescent,2.0,2,6.907755278982137
1914,2.0,2,6.907755278982137
1915,2.0,2,6.907755278982137
fluke,2.0,2,6.907755278982137
1920,2.0,2,6.907755278982137
fluctuate,2.0,2,6.907755278982137
1928,2.0,2,6.907755278982137
1932,2.0,2,6.907755278982137
flesh-and-blood,2.0,2,6.907755278982137
flourishing,2.0,2,6.907755278982137
florcruz,2.0,2,6.907755278982137
1944.,2.0,2,6.907755278982137
1945.,2.0,2,6.907755278982137
floorboard,2.0,2,6.907755278982137
flood-stricken,2.0,2,6.907755278982137
1950-53,2.0,2,6.907755278982137
fling,2.0,2,6.907755278982137
flimsy,2.0,2,6.907755278982137
1956.,3.0,2,6.907755278982137
flickr,2.0,2,6.907755278982137
flicked,2.0,2,6.907755278982137
flexing,2.0,2,6.907755278982137
flex,2.0,2,6.907755278982137
1962.,2.0,2,6.907755278982137
flotilla,2.0,2,6.907755278982137
1904,2.0,2,6.907755278982137
five-person,2.0,2,6.907755278982137
2.2,2.0,2,6.907755278982137
figurine,3.0,2,6.907755278982137
figuratively,2.0,2,6.907755278982137
2030.,2.0,2,6.907755278982137
2047,2.0,2,6.907755278982137
"21,000",3.0,2,6.907755278982137
fiduciary,2.0,2,6.907755278982137
fides,2.0,2,6.907755278982137
fictitious,2.0,2,6.907755278982137
216,2.0,2,6.907755278982137
"22,500",2.0,2,6.907755278982137
22-minute,2.0,2,6.907755278982137
22-year,2.0,2,6.907755278982137
22.,2.0,2,6.907755278982137
fetched,2.0,2,6.907755278982137
file-sharing,4.0,2,6.907755278982137
festering,2.0,2,6.907755278982137
221,2.0,2,6.907755278982137
fervor,2.0,2,6.907755278982137
23-man,2.0,2,6.907755278982137
fervently,3.0,2,6.907755278982137
fertilizer,2.0,2,6.907755278982137
23-year,2.0,2,6.907755278982137
"230,000",3.0,2,6.907755278982137
ferraro,2.0,2,6.907755278982137
fermented,2.0,2,6.907755278982137
ferdowsi,3.0,2,6.907755278982137
fer,2.0,2,6.907755278982137
238,6.0,2,6.907755278982137
femme,2.0,2,6.907755278982137
feminine,2.0,2,6.907755278982137
fest,4.0,2,6.907755278982137
five-part,2.0,2,6.907755278982137
2012-13,2.0,2,6.907755278982137
2010-11,2.0,2,6.907755278982137
fitzpatrick,7.0,2,6.907755278982137
fitter,2.0,2,6.907755278982137
fitbit,6.0,2,6.907755278982137
fistfight,2.0,2,6.907755278982137
fishburne,4.0,2,6.907755278982137
fis,4.0,2,6.907755278982137
2.85,3.0,2,6.907755278982137
first-term,2.0,2,6.907755278982137
first-team,2.0,2,6.907755278982137
first-round,2.0,2,6.907755278982137
first-responders,2.0,2,6.907755278982137
first-person,4.0,2,6.907755278982137
first-in-the-nation,2.0,2,6.907755278982137
first-,2.0,2,6.907755278982137
filth,2.0,2,6.907755278982137
firmer,2.0,2,6.907755278982137
firefox,9.0,2,6.907755278982137
fir,2.0,2,6.907755278982137
2006-07,2.0,2,6.907755278982137
fiona,3.0,2,6.907755278982137
finnstrom,2.0,2,6.907755278982137
finisher,2.0,2,6.907755278982137
fingertip,2.0,2,6.907755278982137
2009-2010,2.0,2,6.907755278982137
fingernail,2.0,2,6.907755278982137
finer,3.0,2,6.907755278982137
finder,2.0,2,6.907755278982137
financed,2.0,2,6.907755278982137
finality,2.0,2,6.907755278982137
201,2.0,2,6.907755278982137
20-week,3.0,2,6.907755278982137
foal,4.0,2,6.907755278982137
1901,2.0,2,6.907755278982137
1896,2.0,2,6.907755278982137
frida,2.0,2,6.907755278982137
156,2.0,2,6.907755278982137
freshwater,2.0,2,6.907755278982137
freshly,2.0,2,6.907755278982137
157,2.0,2,6.907755278982137
frequented,2.0,2,6.907755278982137
frenetic,2.0,2,6.907755278982137
15th-century,2.0,2,6.907755278982137
french-speaking,2.0,2,6.907755278982137
french-algerian,3.0,2,6.907755278982137
freezer,8.0,2,6.907755278982137
freeway,2.0,2,6.907755278982137
16-time,3.0,2,6.907755278982137
freemium,3.0,2,6.907755278982137
15-point,3.0,2,6.907755278982137
16.9,2.0,2,6.907755278982137
free-to-play,2.0,2,6.907755278982137
free-market,3.0,2,6.907755278982137
free-kicks,2.0,2,6.907755278982137
frederic,3.0,2,6.907755278982137
fraternity,11.0,2,6.907755278982137
franã§ois,3.0,2,6.907755278982137
franz,2.0,2,6.907755278982137
frankie,2.0,2,6.907755278982137
frankel,19.0,2,6.907755278982137
franck,2.0,2,6.907755278982137
166,2.0,2,6.907755278982137
168,2.0,2,6.907755278982137
franc,3.0,2,6.907755278982137
fragmented,2.0,2,6.907755278982137
freedom.,2.0,2,6.907755278982137
fragmentation,2.0,2,6.907755278982137
fridge,2.0,2,6.907755278982137
friendcnn,2.0,2,6.907755278982137
fulfillment,2.0,2,6.907755278982137
fulbright,2.0,2,6.907755278982137
fujita,4.0,2,6.907755278982137
13.5,2.0,2,6.907755278982137
fujian,3.0,2,6.907755278982137
fugate,3.0,2,6.907755278982137
130-day,2.0,2,6.907755278982137
131,2.0,2,6.907755278982137
132,2.0,2,6.907755278982137
fuad,2.0,2,6.907755278982137
136,2.0,2,6.907755278982137
fsa,8.0,2,6.907755278982137
frying,2.0,2,6.907755278982137
frum.david,2.0,2,6.907755278982137
friedel,4.0,2,6.907755278982137
frum,4.0,2,6.907755278982137
"14,000.",2.0,2,6.907755278982137
14-month,2.0,2,6.907755278982137
14-time,2.0,2,6.907755278982137
frontrunner,2.0,2,6.907755278982137
frontline,2.0,2,6.907755278982137
14.3,2.0,2,6.907755278982137
front-row,2.0,2,6.907755278982137
146,2.0,2,6.907755278982137
frivolous,2.0,2,6.907755278982137
frighteningly,3.0,2,6.907755278982137
frighten,2.0,2,6.907755278982137
friendpolice,2.0,2,6.907755278982137
friendfifa,2.0,2,6.907755278982137
15-hour,2.0,2,6.907755278982137
fruition,2.0,2,6.907755278982137
fractious,2.0,2,6.907755278982137
foxman,3.0,2,6.907755278982137
foxconn,2.0,2,6.907755278982137
1814,2.0,2,6.907755278982137
foreign-born,6.0,2,6.907755278982137
foreground,2.0,2,6.907755278982137
183,2.0,2,6.907755278982137
foreboding,3.0,2,6.907755278982137
forearm,2.0,2,6.907755278982137
1832,2.0,2,6.907755278982137
1833.,2.0,2,6.907755278982137
forbade,2.0,2,6.907755278982137
1847,2.0,2,6.907755278982137
footwear,2.0,2,6.907755278982137
1857,2.0,2,6.907755278982137
1858,2.0,2,6.907755278982137
footballing,2.0,2,6.907755278982137
foresight,2.0,2,6.907755278982137
1863,2.0,2,6.907755278982137
1866,3.0,2,6.907755278982137
foodstuff,2.0,2,6.907755278982137
foodie,4.0,2,6.907755278982137
fontana,2.0,2,6.907755278982137
1881,3.0,2,6.907755278982137
1882,4.0,2,6.907755278982137
fondness,2.0,2,6.907755278982137
fondly,2.0,2,6.907755278982137
fondling,4.0,2,6.907755278982137
fomenting,2.0,2,6.907755278982137
189,2.0,2,6.907755278982137
1890s,2.0,2,6.907755278982137
1892,2.0,2,6.907755278982137
1895,2.0,2,6.907755278982137
1864,2.0,2,6.907755278982137
forestall,2.0,2,6.907755278982137
1804,2.0,2,6.907755278982137
forfeit,2.0,2,6.907755278982137
fowl,3.0,2,6.907755278982137
fourth-largest,2.0,2,6.907755278982137
16th-century,2.0,2,6.907755278982137
"17,500",2.0,2,6.907755278982137
17-15,2.0,2,6.907755278982137
four-star,2.0,2,6.907755278982137
four-poster,2.0,2,6.907755278982137
17-month-old,2.0,2,6.907755278982137
four-month,2.0,2,6.907755278982137
four-legged,2.0,2,6.907755278982137
173,3.0,2,6.907755278982137
"173,000",3.0,2,6.907755278982137
foundered,2.0,2,6.907755278982137
foundational,2.0,2,6.907755278982137
fouad,2.0,2,6.907755278982137
1791.,2.0,2,6.907755278982137
fostered,2.0,2,6.907755278982137
forgets,2.0,2,6.907755278982137
18-wheeler,3.0,2,6.907755278982137
18-time,3.0,2,6.907755278982137
fork,3.0,2,6.907755278982137
forlan,8.0,2,6.907755278982137
forlorn,2.0,2,6.907755278982137
femicide,4.0,2,6.907755278982137
form-fitting,3.0,2,6.907755278982137
forrester,2.0,2,6.907755278982137
18-hour,2.0,2,6.907755278982137
18-hole,5.0,2,6.907755278982137
18-49,2.0,2,6.907755278982137
fortnight,2.0,2,6.907755278982137
"18,000-foot",2.0,2,6.907755278982137
18-inch,2.0,2,6.907755278982137
femi,2.0,2,6.907755278982137
"240,000",2.0,2,6.907755278982137
242,3.0,2,6.907755278982137
excusing,3.0,2,6.907755278982137
5-6,2.0,2,6.907755278982137
5-7,3.0,2,6.907755278982137
exclusivity,2.0,2,6.907755278982137
exclamation,2.0,2,6.907755278982137
excitedly,2.0,2,6.907755278982137
excite,2.0,2,6.907755278982137
5.3,4.0,2,6.907755278982137
5.6,3.0,2,6.907755278982137
exceeds,2.0,2,6.907755278982137
50-50,2.0,2,6.907755278982137
50-foot,3.0,2,6.907755278982137
50-year,3.0,2,6.907755278982137
500.,2.0,2,6.907755278982137
5-1,2.0,2,6.907755278982137
505,2.0,2,6.907755278982137
51-year-old,2.0,2,6.907755278982137
511,3.0,2,6.907755278982137
52-year-old,2.0,2,6.907755278982137
53.,2.0,2,6.907755278982137
530,3.0,2,6.907755278982137
ex-girlfriend,2.0,2,6.907755278982137
"54,000",2.0,2,6.907755278982137
54-foot,2.0,2,6.907755278982137
"55,000",2.0,2,6.907755278982137
55-year-old,2.0,2,6.907755278982137
550,2.0,2,6.907755278982137
evolutionary,2.0,2,6.907755278982137
evoked,2.0,2,6.907755278982137
55th,2.0,2,6.907755278982137
50m,2.0,2,6.907755278982137
eviction,2.0,2,6.907755278982137
5-0.,2.0,2,6.907755278982137
"5,400",2.0,2,6.907755278982137
430,2.0,2,6.907755278982137
expressway,4.0,2,6.907755278982137
446,2.0,2,6.907755278982137
44th,2.0,2,6.907755278982137
45-degree,2.0,2,6.907755278982137
46-year-old,2.0,2,6.907755278982137
expeditiously,3.0,2,6.907755278982137
expedited,2.0,2,6.907755278982137
46.7,2.0,2,6.907755278982137
expat,2.0,2,6.907755278982137
exorcism,3.0,2,6.907755278982137
47.,2.0,2,6.907755278982137
475,2.0,2,6.907755278982137
exhume,2.0,2,6.907755278982137
exemplary,2.0,2,6.907755278982137
exhumation,2.0,2,6.907755278982137
48.,2.0,2,6.907755278982137
48.99,2.0,2,6.907755278982137
48th,3.0,2,6.907755278982137
exeter,2.0,2,6.907755278982137
exerting,2.0,2,6.907755278982137
49.,2.0,2,6.907755278982137
490,2.0,2,6.907755278982137
49ers,2.0,2,6.907755278982137
exert,2.0,2,6.907755278982137
4g,4.0,2,6.907755278982137
4pm,2.0,2,6.907755278982137
4x4,4.0,2,6.907755278982137
"5,000-year",2.0,2,6.907755278982137
"5,100",2.0,2,6.907755278982137
exhorted,2.0,2,6.907755278982137
56-year-old,2.0,2,6.907755278982137
evicted,2.0,2,6.907755278982137
evict,4.0,2,6.907755278982137
61.5,2.0,2,6.907755278982137
esteem,2.0,2,6.907755278982137
estadio,3.0,2,6.907755278982137
essex,3.0,2,6.907755278982137
esprit,2.0,2,6.907755278982137
espresso,2.0,2,6.907755278982137
625,3.0,2,6.907755278982137
62nd,2.0,2,6.907755278982137
63-year-old,2.0,2,6.907755278982137
eskimo,2.0,2,6.907755278982137
64-year-old,2.0,2,6.907755278982137
"65,000",2.0,2,6.907755278982137
65.,2.0,2,6.907755278982137
erwin,3.0,2,6.907755278982137
estes,4.0,2,6.907755278982137
65th,2.0,2,6.907755278982137
errol,2.0,2,6.907755278982137
errant,2.0,2,6.907755278982137
660,2.0,2,6.907755278982137
eroded,2.0,2,6.907755278982137
ericsson,3.0,2,6.907755278982137
erica,2.0,2,6.907755278982137
67th,2.0,2,6.907755278982137
erdman,2.0,2,6.907755278982137
erasing,2.0,2,6.907755278982137
697,3.0,2,6.907755278982137
eradicated,2.0,2,6.907755278982137
6:20,2.0,2,6.907755278982137
6:30,2.0,2,6.907755278982137
equine,3.0,2,6.907755278982137
erroneous,2.0,2,6.907755278982137
esther,2.0,2,6.907755278982137
60th,2.0,2,6.907755278982137
estrada,3.0,2,6.907755278982137
everyman,2.0,2,6.907755278982137
56th,2.0,2,6.907755278982137
everlasting,2.0,2,6.907755278982137
evergreen,2.0,2,6.907755278982137
everett,2.0,2,6.907755278982137
576,3.0,2,6.907755278982137
evenly,2.0,2,6.907755278982137
5:40,2.0,2,6.907755278982137
evaporates,3.0,2,6.907755278982137
evangelist,2.0,2,6.907755278982137
evaluated,2.0,2,6.907755278982137
evading,2.0,2,6.907755278982137
evaded,3.0,2,6.907755278982137
evacuee,3.0,2,6.907755278982137
"6,100",2.0,2,6.907755278982137
eurostat,2.0,2,6.907755278982137
"6,500",2.0,2,6.907755278982137
60.7,2.0,2,6.907755278982137
ethan,5.0,2,6.907755278982137
60-40,2.0,2,6.907755278982137
ethel,2.0,2,6.907755278982137
6.3-magnitude,2.0,2,6.907755278982137
etihad,3.0,2,6.907755278982137
